rider_id,months_on_zypp,days_worked_per_month,deliveries_per_month,monthly_earnings_inr,earnings_volatility,work_consistency,ev_usage_hours_per_month,missed_payments,on_time_payment_rate,rental_months_completed,loan_amount_inr,loan_term_months,monthly_emi_inr,work_score_rule_based,loan_repaid
R103754,8,20,420,11722,0.384,0.765,135.6,1,0.85,8,120000,36,3733,57.2,0
R103755,14,25,562,22297,0.182,0.681,137.3,1,0.82,11,71000,12,6627,72.8,1
R103756,17,24,673,21901,0.228,0.9,143.2,2,0.871,9,66000,24,3080,80.7,1
R103757,5,25,670,20561,0.23,0.976,156.7,0,0.945,4,87000,36,2707,75.6,1
R103758,22,22,707,18486,0.104,0.82,121.2,0,0.919,18,74000,24,3453,89.8,1
R103759,33,29,608,25116,0.266,0.926,144.3,1,1.0,19,51000,18,3173,83.6,1
R103760,11,24,450,10460,0.412,0.709,92.3,2,0.763,8,84000,24,3920,55.7,0
R103761,13,23,624,15130,0.197,0.8,107.9,1,0.873,12,65000,24,3033,76.1,0
R103762,7,24,431,8000,0.23,0.826,158.3,0,0.966,5,72000,18,4480,67.5,0
R103763,20,25,588,19612,0.245,0.808,99.2,3,0.747,11,95000,24,4433,76.0,1
R103764,1,26,791,23000,0.347,0.92,157.7,1,0.899,1,91000,24,4247,68.6,1
R103765,26,15,276,9137,0.22,0.799,115.7,3,0.709,17,59000,24,2753,71.6,1
R103766,24,26,686,18711,0.087,0.927,144.9,0,0.894,14,82000,30,3061,93.9,1
R103767,4,28,764,23470,0.242,0.935,142.8,0,0.966,2,73000,24,3407,76.3,1
R103768,6,23,637,19980,0.314,0.768,140.2,1,0.821,3,60000,30,2240,64.9,1
R103769,10,23,487,12404,0.255,0.951,163.4,0,0.915,6,54000,30,2016,71.9,1
R103770,18,16,406,13439,0.381,0.777,102.7,2,0.677,10,58000,24,2707,62.0,1
R103771,3,13,248,10867,0.343,0.789,152.2,1,0.923,2,95000,18,5911,53.4,0
R103772,7,17,343,8078,0.362,0.675,101.5,3,0.763,7,40000,24,1867,52.9,1
R103773,15,15,229,8000,0.286,0.79,112.3,2,0.815,10,55000,30,2053,62.4,0
R103774,4,22,670,17866,0.384,0.787,139.6,1,0.855,2,91000,36,2831,61.5,0
R103775,10,23,568,13537,0.322,0.802,147.9,2,0.741,9,51000,12,4760,65.2,1
R103776,11,18,333,13602,0.276,0.658,108.0,2,0.824,9,80000,24,3733,59.8,0
R103777,5,30,751,17440,0.166,1.0,174.9,0,0.98,5,66000,24,3080,82.3,0
R103778,11,27,488,9002,0.223,0.788,129.3,1,0.759,7,57000,18,3547,68.8,0
R103779,12,23,598,14536,0.382,0.812,135.8,1,0.792,9,47000,24,2193,64.5,0
R103780,7,22,478,17122,0.243,0.793,113.2,1,0.821,3,65000,18,4044,65.7,0
R103781,3,18,379,16803,0.261,0.803,123.7,1,0.88,2,74000,24,3453,60.7,0
R103782,3,22,530,8880,0.32,0.847,128.2,2,0.81,1,62000,30,2315,61.7,0
R103783,15,16,443,16235,0.185,0.831,106.8,1,0.713,8,82000,24,3827,72.6,0
R103784,15,19,522,24455,0.209,0.915,144.4,0,0.924,8,101000,18,6284,77.5,1
R103785,8,21,374,10344,0.227,0.925,140.5,1,0.893,4,104000,24,4853,68.9,0
R103786,9,20,398,12512,0.268,0.948,124.2,1,0.762,5,66000,24,3080,67.3,0
R103787,8,21,494,15506,0.273,0.875,131.4,1,0.835,4,56000,18,3484,67.1,1
R103788,22,20,467,14350,0.364,0.715,128.3,1,0.791,11,69000,30,2576,66.6,0
R103789,8,17,463,18529,0.405,0.76,112.0,2,0.705,5,81000,36,2520,55.3,1
R103790,30,25,624,24901,0.236,0.789,160.1,1,0.907,17,71000,24,3313,81.2,1
R103791,6,17,350,8000,0.243,0.749,122.1,2,0.8,4,85000,18,5289,60.6,0
R103792,20,17,223,9531,0.354,0.622,73.2,2,0.777,11,78000,30,2912,56.9,0
R103793,4,24,543,14742,0.175,0.99,149.9,0,0.959,2,65000,36,2022,75.5,0
R103794,13,9,187,8000,0.362,0.626,53.0,3,0.648,10,52000,18,3236,50.3,1
R103795,4,19,523,13310,0.191,0.76,139.6,1,0.813,3,120000,24,5600,66.7,1
R103796,7,28,687,25274,0.206,0.928,188.4,0,0.903,4,79000,36,2458,77.1,1
R103797,20,24,560,10195,0.239,0.867,129.5,1,0.76,18,86000,24,4013,77.1,0
R103798,4,17,291,11766,0.352,0.822,114.2,2,0.811,3,40000,30,1493,54.0,0
R103799,25,23,573,14461,0.288,0.856,148.9,0,0.941,21,68000,18,4231,79.2,0
R103800,18,14,325,10835,0.27,0.701,75.8,2,0.688,15,40000,30,1493,63.5,0
R103801,17,23,662,14836,0.464,0.604,92.9,2,0.831,15,63000,30,2352,60.7,1
R103802,17,25,610,17685,0.298,0.752,100.4,1,0.912,11,57000,18,3547,72.6,1
R103803,26,20,449,8000,0.287,0.845,124.2,1,0.901,16,52000,18,3236,75.5,0
R103804,13,21,572,18727,0.368,0.718,107.1,1,0.782,8,91000,30,3397,63.2,0
R103805,7,27,642,13135,0.235,0.867,128.5,1,0.952,6,90000,18,5600,73.4,0
R103806,15,27,752,20582,0.093,0.861,154.7,2,0.96,7,58000,30,2165,88.9,0
R103807,10,19,397,10876,0.28,0.749,124.3,1,0.788,8,106000,24,4947,62.3,0
R103808,23,29,564,17550,0.08,0.856,141.1,0,0.961,19,45000,24,2100,89.7,1
R103809,11,25,698,16787,0.346,0.807,142.1,0,0.945,6,100000,24,4667,69.7,0
R103810,18,20,489,16186,0.261,0.758,117.5,1,0.782,11,88000,24,4107,70.8,0
R103811,5,28,651,20304,0.229,0.831,142.8,0,0.965,3,80000,24,3733,72.1,1
R103812,10,23,602,13339,0.171,0.793,140.9,1,0.91,8,80000,12,7467,75.4,1
R103813,10,21,469,14849,0.396,0.737,156.1,1,0.796,9,120000,24,5600,57.8,1
R103814,23,25,475,18274,0.274,0.815,141.4,1,0.846,14,55000,24,2567,75.1,1
R103815,17,16,406,9466,0.457,0.575,94.3,2,0.767,8,86000,36,2676,53.2,0
R103816,5,15,268,8000,0.43,0.736,91.1,3,0.809,5,40000,36,1244,48.0,0
R103817,11,16,275,8000,0.31,0.571,119.9,4,0.674,7,101000,18,6284,52.5,0
R103818,8,27,677,18517,0.264,0.822,135.6,1,0.829,4,58000,24,2707,71.3,1
R103819,18,16,364,8360,0.244,0.804,128.0,2,0.815,10,120000,24,5600,69.7,0
R103820,19,21,398,10022,0.294,0.717,113.7,2,0.772,12,85000,36,2644,66.0,0
R103821,22,20,329,8000,0.394,0.742,113.7,2,0.782,11,76000,18,4729,61.8,0
R103822,19,22,592,20227,0.242,0.957,149.1,1,0.882,13,88000,36,2738,80.6,1
R103823,6,24,603,13132,0.203,0.839,157.2,0,0.904,5,100000,24,4667,72.3,1
R103824,10,24,603,22258,0.291,0.876,105.4,2,0.815,5,78000,30,2912,70.3,0
R103825,20,27,482,12130,0.23,0.957,141.3,0,0.948,14,95000,30,3547,79.9,0
R103826,24,16,343,8885,0.323,0.684,84.0,2,0.739,13,67000,24,3127,65.3,1
R103827,4,22,650,23135,0.386,0.816,127.7,1,0.851,2,67000,18,4169,61.5,1
R103828,15,30,827,23079,0.222,1.0,159.5,0,0.985,13,53000,24,2473,86.8,1
R103829,10,25,438,8000,0.156,0.745,144.3,1,0.898,6,59000,24,2753,71.0,0
R103830,13,14,329,10691,0.356,0.742,124.4,2,0.832,11,87000,18,5413,58.5,1
R103831,17,19,342,12871,0.387,0.582,52.6,2,0.682,12,64000,18,3982,54.6,0
R103832,11,15,307,9075,0.388,0.731,100.1,3,0.762,6,94000,24,4387,54.3,0
R103833,12,14,198,8000,0.482,0.593,60.6,4,0.669,11,97000,24,4527,42.8,0
R103834,5,20,408,13059,0.282,0.763,122.8,1,0.919,2,51000,30,1904,60.9,0
R103835,10,21,420,11104,0.378,0.694,109.0,2,0.69,8,94000,24,4387,55.4,0
R103836,10,22,454,12197,0.323,0.86,123.0,2,0.844,7,89000,24,4153,64.6,0
R103837,9,24,582,12425,0.179,0.998,176.2,0,0.974,7,85000,24,3967,79.9,0
R103838,9,25,594,17117,0.253,0.927,112.1,1,0.799,5,91000,36,2831,72.7,0
R103839,28,23,659,18971,0.378,0.867,112.3,2,0.861,25,75000,36,2333,76.1,0
R103840,17,27,636,19945,0.275,0.886,123.4,1,0.824,10,77000,30,2875,76.7,1
R103841,4,23,621,20687,0.08,0.879,151.3,1,0.881,2,104000,18,6471,79.0,1
R103842,2,20,427,12823,0.145,0.939,133.0,0,0.9,2,69000,24,3220,71.2,0
R103843,10,24,419,13430,0.269,0.849,145.1,1,0.834,8,51000,18,3173,66.2,1
R103844,21,24,600,12859,0.394,0.767,88.4,2,0.759,16,110000,30,4107,68.4,1
R103845,5,21,519,11523,0.357,0.842,129.9,1,0.782,4,82000,30,3061,60.6,1
R103846,19,24,610,19511,0.153,0.743,133.7,1,0.878,18,101000,24,4713,80.6,1
R103847,6,21,441,8000,0.224,0.742,133.2,2,0.839,5,83000,24,3873,64.2,1
R103848,8,28,437,11888,0.304,0.832,108.8,1,0.866,4,78000,30,2912,63.8,0
R103849,10,21,503,14185,0.25,0.786,129.0,2,0.876,8,87000,18,5413,68.0,0
R103850,11,24,511,9656,0.235,0.896,108.8,1,0.931,10,120000,24,5600,73.2,1
R103851,4,19,485,17159,0.188,0.878,188.0,0,0.939,2,56000,24,2613,70.0,1
R103852,4,30,835,20781,0.234,0.857,164.4,0,0.954,3,47000,30,1755,75.5,1
R103853,8,24,851,21416,0.317,0.953,164.3,1,0.961,4,72000,30,2688,76.1,1
R103854,3,29,751,20618,0.202,0.805,140.0,0,0.884,2,101000,18,6284,73.1,1
R103855,8,19,386,8000,0.27,0.819,119.4,2,0.828,5,60000,18,3733,63.2,0
R103856,13,22,556,19521,0.298,0.789,137.1,1,0.812,10,56000,18,3484,68.3,0
R103857,5,20,574,8006,0.281,0.768,124.3,2,0.782,4,54000,18,3360,64.0,0
R103858,7,23,638,17391,0.375,0.882,157.9,0,0.914,4,102000,30,3808,66.3,0
R103859,12,23,474,11915,0.213,0.875,162.3,0,0.913,5,90000,36,2800,73.1,1
R103860,4,26,689,19373,0.233,1.0,137.6,0,0.969,3,65000,30,2427,76.3,1
R103861,13,23,573,19339,0.184,0.906,157.7,0,0.886,12,89000,18,5538,78.4,1
R103862,10,20,398,8000,0.194,0.952,131.1,2,0.93,5,67000,18,4169,73.4,1
R103863,6,17,390,9935,0.349,0.669,71.0,3,0.694,5,51000,24,2380,52.9,0
R103864,22,20,489,9176,0.222,0.919,149.3,1,0.905,15,105000,36,3267,80.7,0
R103865,5,22,551,13176,0.171,0.806,138.9,1,0.85,2,59000,30,2203,70.6,1
R103866,13,20,540,19957,0.213,0.873,122.4,0,0.917,11,44000,18,2738,75.9,1
R103867,14,23,567,11539,0.408,0.732,130.6,1,0.767,8,63000,30,2352,61.5,1
R103868,5,20,511,15635,0.444,0.712,74.3,2,0.681,3,84000,30,3136,51.3,1
R103869,6,24,569,15350,0.275,0.94,87.4,1,0.836,5,96000,36,2987,69.6,1
R103870,15,19,302,9452,0.462,0.727,104.3,1,0.804,8,81000,24,3780,53.0,1
R103871,18,23,632,18266,0.168,0.897,126.9,0,0.954,13,95000,30,3547,84.4,0
R103872,13,22,379,8000,0.385,0.82,128.8,1,0.942,8,89000,24,4153,61.5,1
R103873,15,21,547,13340,0.253,0.755,123.4,1,0.849,11,73000,24,3407,71.3,0
R103874,8,19,361,9672,0.409,0.565,78.0,3,0.681,5,49000,12,4573,47.4,0
R103875,20,24,506,10934,0.204,0.92,129.8,1,0.853,18,79000,36,2458,80.4,1
R103876,3,14,323,8000,0.34,0.789,130.6,1,0.897,3,70000,24,3267,55.0,0
R103877,12,24,542,17154,0.369,0.841,158.0,1,0.936,9,96000,30,3584,66.4,0
R103878,20,23,598,18311,0.262,0.755,117.4,1,0.844,10,55000,18,3422,75.2,0
R103879,19,16,321,9389,0.457,0.749,108.8,2,0.832,10,93000,18,5787,56.9,0
R103880,1,20,486,14028,0.246,0.77,120.8,1,0.917,1,41000,24,1913,62.5,0
R103881,17,27,721,20593,0.136,0.95,151.8,0,0.975,14,106000,24,4947,89.5,1
R103882,8,26,828,32536,0.319,0.831,163.7,1,0.918,4,81000,30,3024,72.1,0
R103883,7,23,554,21101,0.136,0.872,148.8,0,1.0,6,62000,24,2893,77.3,1
R103884,13,25,547,15657,0.08,0.89,134.7,1,0.95,7,82000,36,2551,83.3,1
R103885,5,27,893,24491,0.08,0.91,152.7,0,0.908,4,100000,18,6222,84.8,1
R103886,14,23,469,15743,0.351,0.865,105.6,2,0.772,7,92000,30,3435,65.4,0
R103887,19,22,457,14206,0.212,0.709,116.8,1,0.861,13,71000,30,2651,73.0,0
R103888,24,18,476,17540,0.211,0.902,144.2,0,0.904,13,102000,36,3173,81.6,1
R103889,31,23,517,16350,0.242,0.888,117.2,1,0.815,29,88000,12,8213,79.7,0
R103890,13,19,484,10698,0.327,0.82,101.2,1,0.819,10,86000,30,3211,65.8,1
R103891,7,21,616,15183,0.294,0.828,126.6,1,0.857,5,62000,18,3858,67.7,1
R103892,5,18,410,10577,0.321,0.852,117.6,1,0.823,3,78000,24,3640,60.5,1
R103893,34,22,460,14523,0.355,0.697,114.6,1,0.854,18,112000,30,4181,68.0,0
R103894,9,20,496,10664,0.236,0.832,140.0,1,0.91,7,63000,30,2352,69.5,0
R103895,1,27,517,14348,0.174,0.853,140.0,1,0.881,1,61000,36,1898,69.0,1
R103896,6,22,479,17702,0.128,0.92,136.3,0,0.962,3,56000,18,3484,75.8,0
R103897,7,17,378,11663,0.291,0.836,134.7,1,0.848,6,85000,12,7933,62.2,1
R103898,18,22,456,13139,0.219,0.841,146.1,1,0.956,15,70000,30,2613,75.7,1
R103899,25,21,525,15135,0.27,0.896,137.1,0,0.956,15,41000,30,1531,80.1,1
R103900,19,20,396,8000,0.402,0.6,81.5,4,0.7,14,87000,30,3248,56.7,0
R103901,15,23,581,11001,0.247,0.947,175.5,0,0.944,13,78000,24,3640,78.5,1
R103902,26,28,846,21497,0.331,0.902,156.0,0,0.969,21,99000,24,4620,84.0,0
R103903,18,19,391,14794,0.474,0.751,132.7,1,0.863,13,69000,18,4293,57.9,1
R103904,22,24,625,18538,0.247,0.928,136.7,1,0.818,11,70000,30,2613,82.1,1
R103905,7,21,528,15841,0.311,0.874,121.4,1,0.889,5,100000,30,3733,66.2,1
R103906,4,30,794,26131,0.081,0.881,161.8,0,0.953,2,94000,30,3509,84.1,0
R103907,5,22,705,15477,0.134,1.0,141.8,0,0.887,3,90000,24,4200,82.0,0
R103908,10,15,417,8000,0.249,0.833,118.6,2,0.855,9,84000,24,3920,67.0,1
R103909,31,21,471,16679,0.375,0.908,101.4,2,0.761,21,96000,30,3584,71.6,0
R103910,7,21,363,8000,0.199,0.653,144.6,1,0.922,4,115000,30,4293,63.0,1
R103911,5,19,338,8000,0.303,0.666,99.8,2,0.728,5,50000,30,1867,54.1,1
R103912,41,24,461,13934,0.174,0.865,136.6,0,0.958,21,90000,30,3360,82.8,1
R103913,13,19,432,9594,0.366,0.756,111.5,1,0.806,12,89000,30,3323,61.0,1
R103914,8,22,423,10616,0.273,0.808,130.0,1,0.826,4,104000,36,3236,63.9,0
R103915,4,24,531,13780,0.295,0.847,147.7,1,0.818,2,111000,30,4144,63.8,0
R103916,4,24,602,21124,0.231,0.866,120.2,0,0.995,3,58000,30,2165,71.0,0
R103917,20,19,415,9120,0.377,0.732,112.4,4,0.739,10,61000,24,2847,62.8,0
R103918,2,19,429,8630,0.313,0.781,133.4,1,0.813,2,68000,36,2116,57.4,0
R103919,11,28,693,20441,0.291,1.0,134.1,1,0.915,6,89000,24,4153,76.9,0
R103920,25,30,793,28661,0.206,1.0,163.2,0,1.0,23,76000,30,2837,93.2,1
R103921,7,18,467,14879,0.131,0.868,148.5,2,0.818,4,82000,24,3827,73.5,1
R103922,13,23,553,14312,0.291,0.935,122.9,1,0.933,11,74000,36,2302,73.7,0
R103923,6,20,546,17945,0.278,0.696,133.7,1,0.858,6,90000,24,4200,63.2,1
R103924,32,20,505,10264,0.248,0.766,120.0,1,0.892,17,109000,18,6782,76.9,1
R103925,14,10,153,8000,0.268,0.718,120.7,2,0.756,10,56000,30,2091,58.4,0
R103926,24,16,256,8890,0.38,0.58,113.4,3,0.714,20,80000,36,2489,57.3,0
R103927,11,20,340,13970,0.306,0.793,125.6,2,0.827,5,96000,18,5973,61.8,0
R103928,13,26,751,20628,0.126,0.853,110.4,1,0.879,10,73000,24,3407,84.6,1
R103929,15,26,620,12759,0.269,0.804,167.2,1,0.826,13,51000,36,1587,73.6,0
R103930,10,21,511,15242,0.315,0.698,128.7,1,0.874,6,107000,24,4993,62.6,0
R103931,18,26,717,22349,0.27,0.941,126.9,1,0.971,10,82000,24,3827,82.7,1
R103932,11,27,685,18254,0.205,0.766,145.8,1,0.928,10,97000,36,3018,75.6,1
R103933,17,24,640,15223,0.243,0.812,125.2,1,0.913,13,108000,36,3360,77.2,0
R103934,25,24,579,19038,0.327,0.679,111.9,2,0.724,18,45000,24,2100,70.7,1
R103935,12,20,480,13413,0.12,0.851,150.6,1,0.852,10,76000,36,2364,77.4,0
R103936,7,25,647,26938,0.143,0.901,147.7,0,1.0,5,78000,24,3640,79.8,1
R103937,24,21,527,14665,0.268,0.819,115.4,1,0.92,22,81000,30,3024,77.8,0
R103938,15,20,507,11861,0.196,0.804,102.6,3,0.802,14,79000,24,3687,74.4,0
R103939,8,25,486,12352,0.182,1.0,152.5,0,0.936,5,103000,24,4807,76.4,0
R103940,6,30,620,13781,0.143,0.982,164.6,0,0.954,3,55000,36,1711,80.2,1
R103941,1,24,489,12703,0.244,0.753,93.9,2,0.828,1,83000,36,2582,61.3,1
R103942,11,27,565,22534,0.286,0.815,135.1,1,0.923,7,40000,30,1493,70.0,1
R103943,11,17,401,9862,0.286,0.701,96.9,3,0.713,9,62000,30,2315,60.6,1
R103944,6,25,576,12382,0.163,0.816,139.8,0,0.883,3,99000,24,4620,72.9,1
R103945,6,27,697,27394,0.091,0.77,128.6,0,0.95,3,77000,24,3593,79.3,1
R103946,6,23,618,21207,0.25,0.806,127.6,1,0.792,5,49000,24,2287,68.5,0
R103947,10,26,800,22812,0.08,0.882,150.5,0,0.996,10,49000,36,1524,88.5,0
R103948,20,30,651,14979,0.231,0.962,142.3,0,0.953,19,76000,24,3547,84.5,1
R103949,10,27,680,20443,0.283,0.886,147.2,1,0.967,5,97000,36,3018,74.1,1
R103950,8,22,499,13961,0.203,0.927,138.3,0,0.962,6,50000,12,4667,73.8,1
R103951,5,15,307,9832,0.395,0.693,91.4,2,0.764,4,97000,30,3621,48.9,0
R103952,2,27,668,23603,0.156,0.889,173.7,0,0.892,1,77000,12,7187,75.1,1
R103953,5,25,500,11108,0.225,0.75,132.9,1,0.842,4,40000,18,2489,65.0,1
R103954,7,24,580,15159,0.328,0.78,133.6,1,0.809,7,73000,30,2725,63.7,0
R103955,7,22,483,15606,0.262,0.675,99.8,1,0.798,4,77000,30,2875,61.6,1
R103956,13,22,512,14862,0.139,0.859,135.7,1,0.915,6,66000,36,2053,78.2,0
R103957,12,28,552,14269,0.105,0.763,136.6,1,0.846,6,88000,12,8213,77.3,1
R103958,5,30,980,31388,0.124,0.981,139.8,1,0.871,3,86000,12,8027,83.9,1
R103959,13,17,392,13829,0.312,0.697,88.8,2,0.692,11,76000,36,2364,59.9,0
R103960,6,18,407,12877,0.269,0.606,82.5,2,0.696,3,60000,24,2800,56.1,0
R103961,10,23,588,13813,0.249,0.755,124.3,2,0.863,5,85000,24,3967,69.4,1
R103962,5,21,603,17530,0.295,0.865,159.8,1,0.855,3,70000,24,3267,66.8,1
R103963,13,22,604,11580,0.135,0.962,181.2,0,0.972,8,80000,24,3733,83.9,1
R103964,7,25,650,21190,0.244,0.769,154.2,1,0.867,4,93000,18,5787,69.6,1
R103965,24,16,335,8824,0.269,0.802,135.6,1,0.814,14,77000,24,3593,71.5,0
R103966,7,22,424,9805,0.337,0.821,151.3,1,0.904,5,84000,36,2613,60.9,0
R103967,4,29,634,17583,0.12,0.902,116.9,1,0.895,3,97000,18,6036,77.9,1
R103968,7,20,523,11072,0.402,0.621,117.8,2,0.781,4,96000,24,4480,53.7,1
R103969,6,24,577,14022,0.271,0.842,110.3,1,0.873,5,71000,24,3313,67.6,0
R103970,2,16,488,13473,0.31,0.683,117.2,2,0.753,1,59000,18,3671,55.8,1
R103971,25,20,491,15525,0.203,0.986,155.0,1,0.854,13,65000,18,4044,84.0,1
R103972,14,23,533,18155,0.307,0.741,109.9,1,0.852,9,96000,12,8960,67.4,0
R103973,12,23,456,8000,0.376,0.717,126.2,1,0.812,8,88000,30,3285,59.1,1
R103974,9,23,421,12386,0.326,0.69,101.7,2,0.805,6,99000,24,4620,58.3,0
R103975,5,21,506,15889,0.158,0.75,123.9,1,0.823,4,83000,30,3099,68.4,1
R103976,3,21,466,14181,0.269,0.898,129.2,1,0.8,1,84000,18,5227,63.8,1
R103977,10,23,534,15470,0.334,0.736,119.8,1,0.806,5,67000,18,4169,62.5,0
R103978,10,22,563,14326,0.341,0.919,176.4,0,0.967,9,50000,24,2333,69.5,0
R103979,8,16,249,8000,0.417,0.559,76.2,3,0.621,6,40000,12,3733,43.9,0
R103980,33,22,620,21656,0.393,0.738,136.2,1,0.855,16,67000,24,3127,71.0,1
R103981,2,27,880,19705,0.194,0.957,147.3,0,0.964,1,60000,18,3733,78.6,1
R103982,9,26,562,16123,0.225,0.764,101.0,2,0.722,9,63000,30,2352,68.5,0
R103983,2,23,615,11836,0.349,0.823,153.6,3,0.763,1,120000,30,4480,60.5,1
R103984,8,25,640,11752,0.167,0.864,135.3,0,0.922,4,63000,24,2940,77.3,0
R103985,7,14,251,8000,0.514,0.546,64.6,3,0.633,5,48000,36,1493,38.1,0
R103986,3,17,383,9956,0.177,0.772,137.4,1,0.899,2,65000,36,2022,64.7,0
R103987,5,22,490,13409,0.403,0.768,116.8,1,0.8,2,93000,24,4340,55.7,0
R103988,8,16,501,14910,0.265,0.843,131.7,2,0.739,4,98000,30,3659,66.5,0
R103989,9,28,654,17981,0.162,0.912,142.9,1,0.944,6,44000,36,1369,79.7,1
R103990,6,23,501,16220,0.158,0.752,124.7,0,0.953,5,61000,36,1898,70.7,0
R103991,22,17,313,8000,0.284,0.754,121.4,3,0.726,12,61000,24,2847,66.8,0
R103992,18,24,529,13815,0.188,0.93,127.6,1,0.879,12,93000,24,4340,80.8,0
R103993,4,17,383,16103,0.187,0.738,119.0,3,0.756,3,58000,30,2165,62.5,0
R103994,4,22,481,18499,0.188,0.759,91.0,1,0.853,3,59000,30,2203,66.3,1
R103995,6,23,454,15523,0.333,0.96,163.2,0,0.972,5,66000,30,2464,65.2,0
R103996,12,22,562,16153,0.154,0.854,171.4,0,0.955,10,82000,24,3827,78.5,1
R103997,8,24,565,12766,0.234,0.737,156.0,0,0.947,7,49000,24,2287,68.6,0
R103998,11,25,597,20531,0.258,0.785,131.4,1,0.781,10,52000,18,3236,69.8,0
R103999,18,25,654,15182,0.332,0.801,130.4,1,0.818,17,80000,24,3733,72.8,1
R104000,5,22,466,12468,0.306,0.881,163.4,1,0.914,4,52000,30,1941,64.1,1
R104001,2,20,416,15373,0.27,0.768,114.1,2,0.804,2,120000,30,4480,59.0,0
R104002,13,22,499,13109,0.185,0.888,159.0,1,0.877,7,57000,36,1773,76.2,1
R104003,5,21,432,11495,0.135,0.893,137.8,0,0.998,3,85000,18,5289,73.3,0
R104004,13,21,612,17173,0.183,0.904,165.7,1,0.944,9,89000,24,4153,79.9,1
R104005,12,25,596,8000,0.259,1.0,145.0,0,0.937,8,72000,24,3360,77.1,0
R104006,20,15,271,8000,0.35,0.647,82.8,2,0.718,14,61000,30,2277,58.2,0
R104007,12,20,433,14752,0.26,0.74,82.5,1,0.819,6,93000,30,3472,65.7,1
R104008,10,20,430,13609,0.216,0.755,123.3,1,0.832,8,89000,24,4153,67.1,0
R104009,10,27,830,24601,0.31,0.863,158.0,0,0.928,8,81000,36,2520,74.8,1
R104010,28,26,632,12282,0.199,0.862,128.1,2,0.876,21,71000,24,3313,84.8,1
R104011,11,28,695,16951,0.293,0.809,109.9,1,0.926,9,90000,36,2800,72.5,1
R104012,8,29,602,14672,0.226,0.908,146.4,0,0.932,6,76000,24,3547,74.4,1
R104013,7,16,353,8582,0.358,0.717,129.9,2,0.772,5,98000,36,3049,54.1,0
R104014,13,20,511,13709,0.23,0.833,154.7,1,0.864,7,106000,18,6596,72.7,0
R104015,25,25,612,12719,0.323,0.84,91.5,0,0.952,13,100000,30,3733,78.0,0
R104016,15,18,355,9265,0.333,0.679,128.9,1,0.761,9,72000,24,3360,59.5,0
R104017,23,24,675,23935,0.246,0.873,140.1,1,0.923,16,106000,36,3298,83.4,0
R104018,16,24,599,19844,0.155,0.88,127.0,0,0.962,9,90000,36,2800,82.4,1
R104019,3,22,422,8600,0.28,0.774,108.7,2,0.741,3,62000,24,2893,58.9,0
R104020,35,25,625,18792,0.369,0.773,151.9,1,0.808,27,58000,36,1804,72.8,0
R104021,12,14,229,9993,0.501,0.499,81.4,4,0.583,8,82000,36,2551,39.2,0
R104022,28,16,327,10860,0.431,0.755,138.9,1,0.861,16,91000,36,2831,62.2,1
R104023,23,20,353,12607,0.421,0.527,69.5,2,0.765,14,50000,18,3111,55.9,0
R104024,3,17,337,8000,0.379,0.665,121.4,2,0.79,2,118000,24,5507,49.0,0
R104025,10,21,385,11956,0.141,0.757,118.8,2,0.849,5,55000,18,3422,70.0,0
R104026,6,24,628,19869,0.272,0.793,135.8,0,0.946,3,72000,36,2240,68.7,1
R104027,5,17,393,10376,0.482,0.609,72.6,2,0.657,3,68000,24,3173,43.8,0
R104028,13,13,316,8535,0.546,0.528,67.3,3,0.613,10,68000,30,2539,40.6,0
R104029,17,23,513,10670,0.08,0.956,154.1,0,0.961,9,81000,24,3780,87.2,0
R104030,4,26,644,23697,0.088,0.78,140.5,0,0.878,3,70000,30,2613,76.4,0
R104031,4,21,577,18764,0.399,0.715,115.8,3,0.694,2,91000,24,4247,54.7,0
R104032,11,22,460,14705,0.291,0.799,95.7,1,0.911,5,66000,24,3080,66.2,0
R104033,16,26,794,16355,0.08,0.892,171.2,0,0.992,14,83000,18,5164,91.9,1
R104034,19,17,404,14216,0.334,0.761,93.6,1,0.72,18,74000,30,2763,65.0,0
R104035,27,20,346,8000,0.351,0.705,85.8,3,0.678,22,76000,36,2364,63.8,0
R104036,25,26,605,13752,0.179,0.711,152.1,1,0.866,21,86000,18,5351,81.3,1
R104037,14,16,287,8231,0.339,0.669,101.3,3,0.639,12,64000,24,2987,55.3,0
R104038,16,20,405,16401,0.206,0.921,137.7,1,0.896,8,66000,18,4107,75.2,1
R104039,19,26,784,28582,0.145,0.824,164.6,0,0.875,13,96000,30,3584,87.1,0
R104040,4,23,631,18901,0.161,0.914,131.6,1,0.853,3,72000,36,2240,75.2,0
R104041,9,22,445,13437,0.402,0.858,123.8,2,0.821,8,68000,18,4231,59.7,0
R104042,23,21,592,16441,0.331,0.832,137.9,1,0.956,11,82000,24,3827,76.2,0
R104043,5,21,422,11038,0.406,0.746,110.0,2,0.749,3,73000,24,3407,52.9,0
R104044,3,26,565,12368,0.181,0.884,154.3,0,0.88,3,66000,24,3080,71.5,0
R104045,6,22,513,14761,0.242,0.782,115.4,1,0.829,5,77000,18,4791,65.6,1
R104046,7,21,576,15305,0.17,0.886,109.5,1,0.792,4,96000,30,3584,73.9,1
R104047,11,24,463,13125,0.376,0.773,88.7,1,0.837,6,66000,24,3080,60.4,1
R104048,15,21,497,11926,0.28,0.75,104.4,2,0.767,9,70000,24,3267,67.9,0
